GENE_ENTREZ_ID,GENE_SYMBOL,DISEASE_IDS
2263,FGFR2,"ORPHA:87,OMIM:123790,OMIM:101200,ORPHA:93259,ORPHA:93258,ORPHA:168624,OMIM:613659,ORPHA:2363,OMIM:609579,OMIM:123500,OMIM:101400,OMIM:123150,ORPHA:83,ORPHA:1555,ORPHA:1540,ORPHA:93260,ORPHA:794,ORPHA:313855,ORPHA:207,OMIM:101600,OMIM:207410,OMIM:614592,OMIM:149730"
2261,FGFR3,"OMIM:100800,OMIM:146000,ORPHA:93274,OMIM:610474,OMIM:109800,OMIM:187601,ORPHA:1860,OMIM:187600,ORPHA:794,ORPHA:35098,ORPHA:85164,ORPHA:93262,ORPHA:53271,OMIM:162900,OMIM:114500,ORPHA:2363,OMIM:273300,OMIM:603956,ORPHA:429,ORPHA:15,OMIM:602849,ORPHA:85165,ORPHA:35099,OMIM:616482,OMIM:612247,OMIM:149730"
53834,FGFRL1,OMIM:194190
2271,FH,"ORPHA:29072,ORPHA:523,OMIM:606812,OMIM:150800"
344018,FIGLA,OMIM:612310
201163,FLCN,"ORPHA:2903,OMIM:135150,OMIM:144700,OMIM:610883,ORPHA:122,OMIM:114500,OMIM:173600"
2313,FLI1,"ORPHA:851,ORPHA:2308,ORPHA:370348,OMIM:617443"
23767,FLRT3,"ORPHA:478,OMIM:615271"
2332,FMR1,"ORPHA:908,ORPHA:93256,ORPHA:261483,ORPHA:449291,OMIM:300623,OMIM:300624,OMIM:311360"
2294,FOXF1,"OMIM:265380,ORPHA:210122"
668,FOXL2,"ORPHA:572333,OMIM:110100,OMIM:608996"
80144,FRAS1,"OMIM:219000,ORPHA:2052"
158326,FREM1,"OMIM:248450,ORPHA:2717,ORPHA:3366,OMIM:608980,ORPHA:217266,OMIM:614485"
341640,FREM2,"OMIM:617666,OMIM:123570,ORPHA:2052"
2488,FSHB,"OMIM:229070,ORPHA:52901"
2492,FSHR,"ORPHA:64739,OMIM:608115,OMIM:233300,ORPHA:243"
2584,GALK1,"OMIM:230200,ORPHA:79237"
2592,GALT,"ORPHA:79239,OMIM:230400"
2625,GATA3,"ORPHA:2237,OMIM:146255"
2626,GATA4,"OMIM:187500,ORPHA:99103,OMIM:615542,ORPHA:1330,ORPHA:251071,ORPHA:251510,OMIM:614430,OMIM:607941,OMIM:614429,ORPHA:3303"
2735,GLI1,"OMIM:618123,OMIM:174400,ORPHA:289"
2737,GLI3,"OMIM:174700,OMIM:174200,ORPHA:380,ORPHA:93322,OMIM:175700,OMIM:146510,ORPHA:672,ORPHA:36"
2778,GNAS,"ORPHA:57782,OMIM:612463,OMIM:612462,ORPHA:79444,ORPHA:79445,OMIM:103580,OMIM:174800,ORPHA:79443,ORPHA:2762,ORPHA:189427,OMIM:166350,OMIM:219080,ORPHA:94089,OMIM:603233,ORPHA:562"
2796,GNRH1,"ORPHA:432,OMIM:146110,OMIM:614841"
2798,GNRHR,"ORPHA:432,OMIM:146110"
2812,GP1BB,"ORPHA:853,OMIM:231200,ORPHA:274,ORPHA:567"
80000,GREB1L,"OMIM:617805,ORPHA:1848,OMIM:619274"
23426,GRIP1,"OMIM:617667,ORPHA:2052"
2961,GTF2E2,"ORPHA:33364,OMIM:616943"
404672,GTF2H5,"ORPHA:33364,OMIM:616395"
105259599,H19-ICR,"OMIM:194071,OMIM:180860,OMIM:130650"
23438,HARS2,OMIM:614926
3052,HCCS,"OMIM:309801,ORPHA:2556"
55869,HDAC8,"ORPHA:3459,OMIM:300882,ORPHA:199"
84667,HES7,"ORPHA:2311,OMIM:613686"
8820,HESX1,"ORPHA:95494,ORPHA:3157,ORPHA:226307,ORPHA:478,ORPHA:95496,OMIM:182230"
164045,HFM1,OMIM:615724
3081,HGD,"ORPHA:56,OMIM:203500"
6927,HNF1A,"OMIM:144700,ORPHA:552,OMIM:222100,OMIM:600496,OMIM:142330,OMIM:125853,OMIM:612520,ORPHA:324575"
6928,HNF1B,"OMIM:144700,ORPHA:1309,ORPHA:93111,OMIM:125853,ORPHA:261265,OMIM:137920"
3209,HOXA13,"OMIM:140000,ORPHA:2438,OMIM:176305"
3239,HOXD13,"OMIM:113300,OMIM:186000,ORPHA:93409,ORPHA:93406,OMIM:186300,ORPHA:93387,ORPHA:887,OMIM:113200,OMIM:610713"
9394,HS6ST1,"ORPHA:432,OMIM:614880,ORPHA:478"
3295,HSD17B4,"OMIM:261515,OMIM:233400"
11077,HSF2BP,OMIM:619245
219844,HYLS1,"ORPHA:2189,ORPHA:475,OMIM:236680"
3417,IDH1,"OMIM:137800,ORPHA:296,ORPHA:163634"
3418,IDH2,"ORPHA:296,ORPHA:163634,OMIM:613657"
26160,IFT172,"ORPHA:110,ORPHA:791,ORPHA:474,OMIM:616394,OMIM:615630"
11020,IFT27,"ORPHA:110,OMIM:615996"
80173,IFT74,"ORPHA:110,OMIM:617119"
57560,IFT80,"ORPHA:474,ORPHA:93271,OMIM:611263"
3481,IGF2,"ORPHA:231140,ORPHA:231144,ORPHA:397590,OMIM:194070,OMIM:180860,OMIM:616489,OMIM:130650,ORPHA:2128"
3588,IL10RB,OMIM:612567
112744,IL17F,"OMIM:613956,ORPHA:1334"
23765,IL17RA,"ORPHA:1334,OMIM:613953"
84818,IL17RC,"OMIM:616445,ORPHA:1334"
54756,IL17RD,"ORPHA:478,OMIM:615267"
3643,INSR,"OMIM:246200,ORPHA:508,ORPHA:263458,ORPHA:2297,ORPHA:769,OMIM:262190,OMIM:609968"
27152,INTU,"OMIM:617925,OMIM:617926"
27130,INVS,"OMIM:602088,ORPHA:3156"
9657,IQCB1,"ORPHA:65,ORPHA:3156,OMIM:609254"
3664,IRF6,"ORPHA:199302,ORPHA:199306,ORPHA:1300,OMIM:119500,OMIM:608864,ORPHA:141291,ORPHA:888,ORPHA:99798,OMIM:119300"
8516,ITGA8,"ORPHA:1848,OMIM:191830"
3718,JAK3,"OMIM:600802,ORPHA:35078"
3784,KCNQ1,"ORPHA:101016,OMIM:130650,OMIM:609621,OMIM:607554,ORPHA:90647,OMIM:220400,ORPHA:51083,OMIM:192500"
10984,KCNQ1OT1,"OMIM:130650,ORPHA:2128"
9928,KIF14,"OMIM:617914,OMIM:616258,ORPHA:2512"
374654,KIF7,"ORPHA:2189,OMIM:614120,ORPHA:2754,OMIM:607131,OMIM:200990,ORPHA:36,ORPHA:166024"
3814,KISS1,"ORPHA:432,OMIM:614842"
84634,KISS1R,"OMIM:614837,OMIM:176400,ORPHA:432"
1316,KLF6,"OMIM:176807,OMIM:613659"
100144748,KLLN,"OMIM:615107,ORPHA:201"
3845,KRAS,"OMIM:108010,OMIM:137215,OMIM:615278,ORPHA:2396,ORPHA:2612,ORPHA:1340,OMIM:609942,ORPHA:3339,OMIM:114480,OMIM:109800,OMIM:600268,OMIM:601626,ORPHA:144,OMIM:614470,OMIM:163200,OMIM:211980,OMIM:260350,ORPHA:1333,ORPHA:648"
23395,LARS2,"OMIM:617021,OMIM:615300"
3952,LEP,"ORPHA:66628,OMIM:614962"
3953,LEPR,"OMIM:614963,ORPHA:179494"
3954,LETM1,"ORPHA:280,OMIM:194190"
3955,LFNG,"ORPHA:2311,OMIM:609813"
3972,LHB,OMIM:228300
3991,LIPE,"OMIM:615980,ORPHA:435660"
4000,LMNA,"OMIM:616516,ORPHA:168796,OMIM:176670,ORPHA:79474,ORPHA:90153,OMIM:115200,ORPHA:2348,OMIM:610140,ORPHA:154,ORPHA:740,ORPHA:300751,ORPHA:98853,OMIM:151660,OMIM:613205,OMIM:605588,ORPHA:157973,ORPHA:98855,OMIM:212112,OMIM:275210,OMIM:248370,ORPHA:79084,OMIM:181350,ORPHA:1662,ORPHA:2229,ORPHA:280365,ORPHA:363618"
84823,LMNB2,"OMIM:616540,OMIM:619180,ORPHA:79087,OMIM:608709"
9361,LONP1,"ORPHA:1458,ORPHA:79243,OMIM:600373"
4036,LRP2,"ORPHA:2143,OMIM:222448"
54585,LZTFL1,"ORPHA:110,OMIM:615994"
8379,MAD1L1,OMIM:176807
10459,MAD2L2,"ORPHA:84,OMIM:617243"
10046,MAMLD1,"ORPHA:95706,OMIM:300758,ORPHA:456328"
4214,MAP3K1,"OMIM:613762,ORPHA:251510,ORPHA:242"
4163,MCC,OMIM:114500
8888,MCM3AP,OMIM:618124
84515,MCM8,OMIM:612885
4193,MDM2,"ORPHA:524,ORPHA:99971,OMIM:618681"
4221,MEN1,"ORPHA:99879,ORPHA:99725,OMIM:131100,ORPHA:2965,ORPHA:97279,ORPHA:652"
145873,MESP2,"ORPHA:2311,OMIM:277300,OMIM:608681"
9562,MINPP1,"ORPHA:284339,ORPHA:319487,OMIM:188470"
8195,MKKS,"ORPHA:110,OMIM:605231,ORPHA:2473,OMIM:236700"
54903,MKS1,"ORPHA:110,ORPHA:564,ORPHA:475,OMIM:249000,ORPHA:220493,OMIM:615990,OMIM:617121"
4292,MLH1,"OMIM:158320,OMIM:276300,ORPHA:144,OMIM:609310,ORPHA:587"
27030,MLH3,"OMIM:614385,ORPHA:144,OMIM:608089,OMIM:114500"
51085,MLXIPL,"ORPHA:904,OMIM:194050"
4323,MMP14,"OMIM:277950,ORPHA:371428"
4313,MMP2,"OMIM:259600,ORPHA:371428"
3110,MNX1,"ORPHA:1552,OMIM:176450"
136647,MPLKIP,"ORPHA:33364,OMIM:234050"
4361,MRE11,"ORPHA:251347,OMIM:604391,ORPHA:145"
56945,MRPS22,"OMIM:618117,OMIM:611719,ORPHA:243"
4436,MSH2,"OMIM:158320,ORPHA:144,OMIM:619096,OMIM:120435,ORPHA:587"
4437,MSH3,"ORPHA:480536,OMIM:617100,OMIM:608089"
2956,MSH6,"OMIM:619097,ORPHA:144,OMIM:608089,ORPHA:587,OMIM:614350"
4487,MSX1,"ORPHA:2228,ORPHA:199302,ORPHA:199306,OMIM:106600,OMIM:189500,ORPHA:141291,OMIM:608874,ORPHA:99798"
4534,MTM1,"OMIM:310400,ORPHA:456328,ORPHA:596"
4601,MXI1,OMIM:176807
4609,MYC,"OMIM:113970,ORPHA:543"
745,MYRF,"OMIM:618280,OMIM:618113"
4683,NBN,"OMIM:251260,OMIM:609135,OMIM:613065,ORPHA:145,ORPHA:647"
653361,NCF1,"ORPHA:904,ORPHA:379,OMIM:233700"
79625,NDNF,"OMIM:618841,ORPHA:478"
4693,NDP,"OMIM:310600,OMIM:305390,ORPHA:649,ORPHA:90050,ORPHA:190,ORPHA:891"
54539,NDUFB11,"OMIM:309801,ORPHA:2609,ORPHA:2556,OMIM:300952,OMIM:301021"
55651,NHP2,"OMIM:224230,ORPHA:1775,OMIM:613987"
51199,NIN,"OMIM:614851,ORPHA:319675"
25836,NIPBL,"OMIM:122470,ORPHA:199"
579,NKX3-2,OMIM:613330
135935,NOBOX,OMIM:611548
55505,NOP10,"OMIM:224230,ORPHA:1775"
4867,NPHP1,"ORPHA:110,OMIM:256100,ORPHA:3156,ORPHA:220497,OMIM:266900,OMIM:609583"
27031,NPHP3,"OMIM:267010,OMIM:604387,OMIM:208540,ORPHA:3032,ORPHA:3156"
261734,NPHP4,"OMIM:606996,ORPHA:3156,OMIM:606966"
4869,NPM1,"OMIM:601626,ORPHA:520,ORPHA:1775"
190,NR0B1,"ORPHA:393,ORPHA:251510,OMIM:300018,ORPHA:242,OMIM:300200"
7026,NR2F2,"OMIM:618901,ORPHA:1330,OMIM:615779"
2516,NR5A1,"OMIM:613957,ORPHA:393,OMIM:612965,ORPHA:251510,ORPHA:242,ORPHA:2138,ORPHA:243,OMIM:612964,ORPHA:399805,OMIM:617480"
4893,NRAS,"OMIM:188470,OMIM:249400,OMIM:614470,OMIM:163200,OMIM:137550,OMIM:162900,OMIM:114500,ORPHA:626,OMIM:613224,ORPHA:2612,ORPHA:648"
7468,NSD2,"ORPHA:280,OMIM:194190"
26012,NSMF,"ORPHA:432,OMIM:614838"
4913,NTHL1,"ORPHA:454840,OMIM:616415"
57122,NUP107,"OMIM:616730,OMIM:618078,OMIM:618348,ORPHA:2065,ORPHA:243,ORPHA:656"
8481,OFD1,"OMIM:300424,ORPHA:791,ORPHA:2754,OMIM:300804,ORPHA:2750,OMIM:300209,OMIM:311200,ORPHA:244"
4978,OPCML,OMIM:167000
79728,PALB2,"ORPHA:84,OMIM:610832,ORPHA:145,ORPHA:1333,OMIM:114480"
23022,PALLD,"OMIM:606856,ORPHA:1333"
5073,PARN,"OMIM:616371,ORPHA:3322,OMIM:616353,ORPHA:2032,ORPHA:1775"
5077,PAX3,"ORPHA:896,OMIM:148820,OMIM:268220,OMIM:122880,OMIM:193500,ORPHA:1529,ORPHA:894"
5080,PAX6,"OMIM:604229,ORPHA:2253,ORPHA:35737,ORPHA:1065,ORPHA:893,ORPHA:2334,ORPHA:708,ORPHA:137902,OMIM:120200,OMIM:148190,OMIM:136520,OMIM:106210,OMIM:120430,OMIM:165550,OMIM:194072,ORPHA:250923"
5157,PDGFRL,"OMIM:114500,OMIM:114550"
84295,PHF6,"ORPHA:127,OMIM:301900"
26227,PHGDH,"ORPHA:79351,OMIM:601815,OMIM:256520,ORPHA:2671"
5256,PHKA2,"OMIM:306000,ORPHA:264580"
5261,PHKG2,"OMIM:613027,ORPHA:264580"
23556,PIGN,"ORPHA:280633,OMIM:614080,ORPHA:2059"
5290,PIK3CA,"ORPHA:276280,ORPHA:60040,ORPHA:99802,ORPHA:2495,OMIM:162900,OMIM:613659,OMIM:114500,OMIM:114550,OMIM:615108,OMIM:613089,OMIM:155500,OMIM:114480,OMIM:602501,ORPHA:144,OMIM:612918,OMIM:211980,ORPHA:201,OMIM:182000,OMIM:167000"
5320,PLA2G2A,OMIM:114500
5340,PLG,"OMIM:619360,OMIM:217090,ORPHA:722"
5346,PLIN1,"ORPHA:280356,OMIM:613877"
5373,PMM2,"OMIM:212065,ORPHA:79318"
5378,PMS1,"ORPHA:144,OMIM:120435"
5395,PMS2,"OMIM:614337,ORPHA:144,OMIM:619101"
79983,POF1B,OMIM:300604
