GENE_ENTREZ_ID,GENE_SYMBOL,DISEASE_IDS
1822,ATN1,"ORPHA:101,OMIM:125370,OMIM:618494"
10159,ATP6AP2,"OMIM:301045,ORPHA:93952,OMIM:300911,OMIM:300423,ORPHA:363654"
23545,ATP6V0A2,"ORPHA:2834,OMIM:278250,OMIM:219200,ORPHA:357074"
523,ATP6V1A,"OMIM:618012,ORPHA:442835,ORPHA:357074,OMIM:617403"
529,ATP6V1E1,"ORPHA:357074,OMIM:617402"
91647,ATPAF2,OMIM:604273
545,ATR,"OMIM:614564,ORPHA:808,OMIM:210600"
546,ATRX,"ORPHA:231401,ORPHA:100075,OMIM:301040,ORPHA:847,OMIM:309580,OMIM:300448"
26053,AUTS2,"OMIM:615834,ORPHA:352490"
558,AXL,OMIM:146110
148789,B3GALNT2,"ORPHA:588,OMIM:615181,ORPHA:88616,ORPHA:899"
145173,B3GLCT,"ORPHA:709,OMIM:261540"
11285,B4GALT7,"OMIM:130070,ORPHA:75496"
11041,B4GAT1,"ORPHA:899,OMIM:615287"
27077,B9D1,"OMIM:614209,ORPHA:564,ORPHA:475,OMIM:617120"
80776,B9D2,"ORPHA:564,OMIM:614175"
580,BARD1,"ORPHA:145,OMIM:114480"
92482,BBIP1,"OMIM:615995,ORPHA:110"
582,BBS1,"OMIM:209900,ORPHA:110"
79738,BBS10,"OMIM:615987,ORPHA:110"
166379,BBS12,"OMIM:615989,ORPHA:110"
583,BBS2,"OMIM:616562,OMIM:615981,ORPHA:791,ORPHA:110"
585,BBS4,"OMIM:615982,ORPHA:110"
129880,BBS5,"OMIM:615983,ORPHA:110"
55212,BBS7,"OMIM:615984,ORPHA:110"
27241,BBS9,"OMIM:615986,ORPHA:110"
54880,BCOR,"ORPHA:2712,ORPHA:568,OMIM:309800,ORPHA:520,OMIM:300166"
63035,BCORL1,"OMIM:301029,ORPHA:528084"
7439,BEST1,"OMIM:613194,ORPHA:35612,OMIM:193220,OMIM:153700,ORPHA:99000,ORPHA:791,ORPHA:1243,OMIM:611809"
29998,BICRA,OMIM:619325
274,BIN1,"ORPHA:169189,OMIM:255200,ORPHA:169186"
641,BLM,"ORPHA:125,OMIM:210900"
650,BMP2,"OMIM:235200,ORPHA:93396,OMIM:617877,OMIM:112600,ORPHA:261295"
652,BMP4,"OMIM:600625,OMIM:607932,ORPHA:199306,ORPHA:139471"
657,BMPR1A,"ORPHA:440437,ORPHA:329971,ORPHA:157794,OMIM:174900,OMIM:610069,ORPHA:79076"
54796,BNC2,"OMIM:618612,ORPHA:93110"
2186,BPTF,"OMIM:617755,ORPHA:529962,ORPHA:528084"
673,BRAF,"ORPHA:1340,OMIM:155600,OMIM:211980,OMIM:613706,OMIM:163950,OMIM:613707,OMIM:115150,ORPHA:500,ORPHA:54595,OMIM:114500,ORPHA:840"
672,BRCA1,"ORPHA:84,ORPHA:168829,ORPHA:1333,OMIM:604370,ORPHA:145,OMIM:114480,OMIM:617883"
675,BRCA2,"OMIM:612555,OMIM:155255,ORPHA:84,OMIM:605724,OMIM:613029,OMIM:194070,OMIM:176807,OMIM:613347,ORPHA:1333,ORPHA:145,OMIM:114480,ORPHA:654"
2972,BRF1,"ORPHA:444072,OMIM:616202"
83990,BRIP1,"ORPHA:84,OMIM:609054,ORPHA:145,OMIM:114480"
254065,BRWD3,OMIM:300659
695,BTK,"OMIM:307200,ORPHA:47,OMIM:300755"
701,BUB1B,"OMIM:257300,ORPHA:1052,OMIM:176430,OMIM:114500"
317761,C14orf39,"ORPHA:399805,OMIM:619202,OMIM:619203"
26005,C2CD3,"OMIM:615948,ORPHA:434179"
720,C4A,"ORPHA:117,OMIM:614380"
833,CARS1,OMIM:618891
8573,CASK,"OMIM:300908,OMIM:300422,ORPHA:1934,OMIM:300749,ORPHA:163937"
867,CBL,"OMIM:613563,ORPHA:98850,OMIM:607785,ORPHA:648"
84733,CBX2,"ORPHA:242,OMIM:613080"
57545,CC2D2A,"OMIM:612284,ORPHA:564,OMIM:619111,ORPHA:2318,OMIM:612285,ORPHA:1454"
147372,CCBE1,"OMIM:235510,ORPHA:2136"
285025,CCDC141,"ORPHA:478,OMIM:146110"
51244,CCDC174,OMIM:616816
28952,CCDC22,"ORPHA:7,OMIM:300963"
79140,CCDC28B,OMIM:209900
90416,CCDC32,"OMIM:619123,ORPHA:528084"
83987,CCDC8,"OMIM:614205,ORPHA:2616"
595,CCND1,"OMIM:193300,ORPHA:29073,ORPHA:52416,OMIM:254500,OMIM:114500"
10225,CD96,"ORPHA:1308,OMIM:211750"
998,CDC42,"OMIM:616737,ORPHA:487796"
8318,CDC45,"ORPHA:2554,OMIM:617063"
990,CDC6,"OMIM:613805,ORPHA:2554"
79577,CDC73,"ORPHA:143,OMIM:608266,OMIM:145000,ORPHA:99880,ORPHA:99879,OMIM:145001"
83879,CDCA7,"ORPHA:2268,OMIM:616910"
999,CDH1,"OMIM:119580,OMIM:137215,OMIM:608089,ORPHA:1997,OMIM:176807,ORPHA:199306,OMIM:114480,OMIM:167000"
1009,CDH11,"ORPHA:1299,OMIM:211380"
1000,CDH2,"OMIM:618929,OMIM:618920"
92211,CDHR1,"OMIM:613660,ORPHA:1872,ORPHA:791"
1024,CDK8,OMIM:618748
6792,CDKL5,"ORPHA:3095,OMIM:300672,ORPHA:505652,ORPHA:1934,ORPHA:3451"
1027,CDKN1B,"OMIM:610755,ORPHA:652,ORPHA:276152"
1028,CDKN1C,"ORPHA:397590,OMIM:130650,OMIM:614732,ORPHA:85173,ORPHA:436144"
1029,CDKN2A,"ORPHA:524,OMIM:155755,OMIM:155601,ORPHA:1333,ORPHA:618,OMIM:606719"
50937,CDON,"ORPHA:93925,ORPHA:280200,ORPHA:95496,ORPHA:93926,ORPHA:93924,ORPHA:280195,ORPHA:220386,OMIM:614226"
81620,CDT1,"OMIM:613804,ORPHA:2554"
80152,CENPT,OMIM:618702
153241,CEP120,"OMIM:617761,OMIM:616300,ORPHA:220493,ORPHA:475,ORPHA:474"
22995,CEP152,"ORPHA:808,OMIM:613823,OMIM:614852,ORPHA:2512"
84984,CEP19,"OMIM:615703,ORPHA:110"
80184,CEP290,"ORPHA:564,ORPHA:2318,OMIM:615991,OMIM:611755,ORPHA:3156,OMIM:610188,OMIM:610189,ORPHA:65,OMIM:611134,ORPHA:110"
95681,CEP41,"ORPHA:220493,ORPHA:475,OMIM:614464"
375298,CERKL,"OMIM:608380,ORPHA:791"
157657,CFAP418,"OMIM:614500,OMIM:268000,ORPHA:1872,OMIM:617406,ORPHA:791,ORPHA:110"
286464,CFAP47,"OMIM:301059,ORPHA:399808"
1080,CFTR,"ORPHA:60033,ORPHA:399805,OMIM:211400,ORPHA:498359,OMIM:167800,ORPHA:586,OMIM:219700,ORPHA:676,ORPHA:48,OMIM:277180"
1108,CHD4,OMIM:617159
55636,CHD7,"ORPHA:432,OMIM:214800,ORPHA:478,OMIM:612370,ORPHA:138,ORPHA:39041"
11200,CHEK2,"ORPHA:524,OMIM:609265,OMIM:176807,ORPHA:145,ORPHA:668,OMIM:259500,OMIM:114480,OMIM:114500"
1131,CHRM3,"ORPHA:2970,OMIM:100100"
1136,CHRNA3,OMIM:191800
1146,CHRNG,"OMIM:253290,OMIM:265000,ORPHA:2990"
113189,CHST14,"OMIM:601776,ORPHA:2953"
22858,CILK1,"ORPHA:307,OMIM:617924,OMIM:612651"
10370,CITED2,"ORPHA:99105,OMIM:614433,OMIM:614431,ORPHA:99103,ORPHA:3303"
150468,CKAP2L,"OMIM:272440,ORPHA:3255"
1183,CLCN4,"OMIM:300114,ORPHA:485350,ORPHA:777"
9075,CLDN2,OMIM:301060
1193,CLIC2,"OMIM:300886,ORPHA:324410"
79827,CLMP,"ORPHA:2301,OMIM:615237"
10978,CLP1,"OMIM:615803,ORPHA:411493"
7401,CLRN1,"OMIM:268000,OMIM:614180,OMIM:276902,ORPHA:791,ORPHA:231183"
1259,CNGA1,"OMIM:268000,OMIM:613756,ORPHA:791"
1258,CNGB1,"OMIM:613767,ORPHA:791"
4849,CNOT3,"OMIM:618672,ORPHA:528084"
9382,COG1,"OMIM:611209,ORPHA:263508"
10466,COG5,"ORPHA:263487,OMIM:613612"
1281,COL3A1,"OMIM:130050,ORPHA:231160,ORPHA:2500,ORPHA:286,OMIM:618343"
1282,COL4A1,"ORPHA:73229,ORPHA:899,OMIM:175780,OMIM:180000,OMIM:611773,OMIM:618564"
1294,COL7A1,"OMIM:604129,ORPHA:79408,ORPHA:158673,ORPHA:158676,OMIM:131705,OMIM:226600,ORPHA:79409,OMIM:132000,ORPHA:79411,ORPHA:89843,ORPHA:79410,OMIM:131750,ORPHA:231568,ORPHA:89842,OMIM:607523,OMIM:131850"
10584,COLEC10,"OMIM:248340,ORPHA:293843"
78989,COLEC11,"ORPHA:293843,OMIM:265050"
1312,COMT,"ORPHA:567,OMIM:167870,OMIM:181500"
1349,COX7B,"OMIM:309801,ORPHA:2556,OMIM:300887"
1363,CPE,OMIM:619326
65250,CPLANE1,"OMIM:277170,ORPHA:2754,OMIM:614615,ORPHA:65684,ORPHA:475"
10815,CPLX1,"ORPHA:352582,OMIM:194190,OMIM:617976,ORPHA:280"
23418,CRB1,"ORPHA:35612,OMIM:172870,OMIM:600105,OMIM:613835,ORPHA:65,ORPHA:791"
1387,CREBBP,"OMIM:618332,OMIM:180849,ORPHA:353281,ORPHA:353277"
729920,CRPPA,"OMIM:616052,ORPHA:899,OMIM:614643,ORPHA:370980,ORPHA:352479"
1406,CRX,"OMIM:613829,OMIM:120970,OMIM:268000,ORPHA:1872,ORPHA:65,ORPHA:791"
79848,CSPP1,"ORPHA:564,OMIM:615636,ORPHA:475,ORPHA:397715"
1487,CTBP1,"OMIM:194190,OMIM:617915,ORPHA:280"
80169,CTC1,"ORPHA:1775,OMIM:612199"
10664,CTCF,"ORPHA:363611,OMIM:615502"
9150,CTDP1,"ORPHA:48431,OMIM:604168"
1493,CTLA4,"OMIM:140300,ORPHA:3162,OMIM:616100,ORPHA:2584,ORPHA:900,OMIM:152700"
348180,CTU2,OMIM:618142
8450,CUL4B,"OMIM:300354,ORPHA:85293"
9820,CUL7,"OMIM:273750,ORPHA:2616"
10283,CWC27,"ORPHA:166035,OMIM:250410"
1528,CYB5A,"ORPHA:621,ORPHA:90796,OMIM:250790"
1583,CYP11A1,"ORPHA:289548,ORPHA:168558,OMIM:613743"
1584,CYP11B1,"ORPHA:90795,OMIM:103900,ORPHA:403,OMIM:202010"
1586,CYP17A1,"ORPHA:90793,ORPHA:90796,OMIM:202110"
1588,CYP19A1,"ORPHA:91,OMIM:139300,OMIM:613546"
1589,CYP21A2,OMIM:201910
51339,DACT1,"ORPHA:63260,OMIM:617466,ORPHA:857"
1605,DAG1,"ORPHA:280333,ORPHA:899,OMIM:616538,ORPHA:370997,OMIM:613818"
1617,DAZ1,"OMIM:415000,ORPHA:1646"
57055,DAZ2,"OMIM:415000,ORPHA:1646"
57054,DAZ3,"OMIM:415000,ORPHA:1646"
80067,DCAF17,"OMIM:241080,ORPHA:3464"
1630,DCC,"ORPHA:238722,OMIM:157600,OMIM:133239,ORPHA:2744,ORPHA:478,OMIM:617542,OMIM:114500"
8642,DCHS1,"OMIM:601390,ORPHA:314679,OMIM:607829"
1641,DCX,"ORPHA:2148,OMIM:300067"
1643,DDB2,"ORPHA:910,OMIM:278740"
8653,DDX3Y,"OMIM:415000,ORPHA:1646"
1656,DDX6,"OMIM:618653,ORPHA:528084"
9993,DGCR2,OMIM:192430
8214,DGCR6,OMIM:192430
54487,DGCR8,OMIM:192430
1718,DHCR24,"ORPHA:35107,OMIM:602398"
1717,DHCR7,"ORPHA:818,OMIM:270400"
79947,DHDDS,"OMIM:617836,OMIM:613861,ORPHA:442835,ORPHA:791"
50846,DHH,"OMIM:607080,OMIM:233420,ORPHA:242,ORPHA:168563"
1723,DHODH,"ORPHA:246,OMIM:263750"
57647,DHX37,"ORPHA:242,ORPHA:983,OMIM:618731,ORPHA:251510,OMIM:273250"
9785,DHX38,"OMIM:618220,ORPHA:791"
23405,DICER1,"OMIM:618272,ORPHA:276399,OMIM:601200,OMIM:180295,OMIM:138800"
129563,DIS3L2,"OMIM:267000,ORPHA:654,ORPHA:2849"
1736,DKC1,"OMIM:305000,ORPHA:1775,ORPHA:3322"
28514,DLL1,"ORPHA:93925,ORPHA:280200,ORPHA:93926,ORPHA:93924,ORPHA:280195,ORPHA:178469,ORPHA:220386,OMIM:618709"
10683,DLL3,"OMIM:277300,ORPHA:2311"
1748,DLX4,"OMIM:616788,ORPHA:199306"
1760,DMPK,"OMIM:160900,ORPHA:273"
23312,DMXL2,"ORPHA:453533,OMIM:617605,ORPHA:1934,OMIM:616113,OMIM:618663"
131118,DNAJC19,"ORPHA:66634,OMIM:610198"
134218,DNAJC21,"OMIM:617052,ORPHA:811,OMIM:260400"
84277,DNAJC30,"OMIM:619382,ORPHA:104,ORPHA:904"
1785,DNM2,"ORPHA:169189,OMIM:160150,OMIM:606482,OMIM:615368"
1788,DNMT3A,"OMIM:615879,OMIM:601626,OMIM:618724,ORPHA:276621,ORPHA:404443"
1795,DOCK3,"OMIM:618292,ORPHA:528084"
285489,DOK7,"OMIM:618389,ORPHA:98913,ORPHA:994,OMIM:254300"
1798,DPAGT1,"ORPHA:86309,OMIM:608093,OMIM:614750,ORPHA:353327"
5977,DPF2,"OMIM:618027,ORPHA:1465"
56896,DPYSL5,OMIM:619435
29940,DSE,"OMIM:615539,ORPHA:2953"
1848,DUSP6,"ORPHA:432,ORPHA:478,OMIM:146110,OMIM:615269"
1855,DVL1,"OMIM:180700,ORPHA:3107,OMIM:616331"
1857,DVL3,"OMIM:616894,ORPHA:3107"
79659,DYNC2H1,"ORPHA:93271,OMIM:613091,ORPHA:474"
55112,DYNC2I1,"OMIM:615503,ORPHA:93271,ORPHA:474"
89891,DYNC2I2,"OMIM:615633,ORPHA:93271,ORPHA:474"
51626,DYNC2LI1,"OMIM:617088,ORPHA:289,ORPHA:474"
1859,DYRK1A,"ORPHA:268261,OMIM:614104,ORPHA:464311"
253738,EBF3,OMIM:617330
10682,EBP,"ORPHA:35173,OMIM:302960,ORPHA:401973,OMIM:300960"
1889,ECE1,"OMIM:613870,OMIM:145500,ORPHA:388"
80267,EDEM3,OMIM:619493
8726,EED,"OMIM:617561,ORPHA:3447"
30008,EFEMP2,"OMIM:614437,ORPHA:90349"
1947,EFNB1,"OMIM:304110,ORPHA:1520"
79813,EHMT1,"OMIM:610253,ORPHA:96147,ORPHA:261652"
1968,EIF2S3,"OMIM:300148,ORPHA:85282"
1984,EIF5A,OMIM:619376
2006,ELN,"ORPHA:3193,ORPHA:91387,OMIM:185500,ORPHA:904,OMIM:123700,OMIM:194050,ORPHA:90348"
10436,EMG1,"ORPHA:1270,OMIM:211180"
2033,EP300,"ORPHA:353284,OMIM:180849,OMIM:613684,OMIM:114500,OMIM:618333"
57724,EPG5,"OMIM:242840,ORPHA:1493"
2048,EPHB2,"OMIM:618462,OMIM:603688"
2067,ERCC1,"OMIM:610758,ORPHA:1466,ORPHA:90322"
2068,ERCC2,"ORPHA:910,ORPHA:33364,ORPHA:220295,ORPHA:1466,OMIM:610756,OMIM:278730,OMIM:601675"
2071,ERCC3,"ORPHA:910,ORPHA:33364,ORPHA:220295,OMIM:610651,OMIM:616390"
2072,ERCC4,"ORPHA:910,ORPHA:84,ORPHA:220295,OMIM:278760,OMIM:615272,ORPHA:90321,OMIM:610965"
2073,ERCC5,"ORPHA:910,OMIM:616570,OMIM:278780,ORPHA:220295,ORPHA:1466"
2074,ERCC6,"OMIM:211980,OMIM:616946,OMIM:278800,ORPHA:90324,OMIM:133540,ORPHA:1466,OMIM:600630,ORPHA:90321,ORPHA:90322,OMIM:214150"
1161,ERCC8,"ORPHA:90324,OMIM:216400,ORPHA:90321,ORPHA:90322,OMIM:614621"
55780,ERMARD,"OMIM:615544,ORPHA:98892,ORPHA:75857"
157570,ESCO2,"OMIM:216100,OMIM:268300,ORPHA:3103"
8220,ESS2,OMIM:192430
2121,EVC,"OMIM:225500,ORPHA:952,OMIM:193530,ORPHA:289"
132884,EVC2,"OMIM:225500,ORPHA:952,OMIM:193530,ORPHA:289"
2130,EWSR1,"OMIM:612219,ORPHA:83469"
2132,EXT2,"OMIM:616682,ORPHA:466926,ORPHA:321,ORPHA:52022,OMIM:133701"
346007,EYS,"OMIM:602772,ORPHA:791"
2146,EZH2,"OMIM:277590,ORPHA:3447"
63901,FAM111A,"OMIM:602361,ORPHA:93325,OMIM:127000"
317662,FAM149B1,"OMIM:618763,ORPHA:2754"
84140,FAM161A,"OMIM:606068,ORPHA:791"
2175,FANCA,"ORPHA:84,OMIM:227650"
2187,FANCB,"ORPHA:84,ORPHA:3412,OMIM:300514,OMIM:314390"
2176,FANCC,"ORPHA:84,OMIM:227645"
2177,FANCD2,"OMIM:227646,ORPHA:84"
2178,FANCE,"OMIM:600901,ORPHA:84"
2188,FANCF,"ORPHA:84,OMIM:603467"
2189,FANCG,"ORPHA:84,OMIM:614082"
55215,FANCI,"ORPHA:84,OMIM:609053"
55120,FANCL,"ORPHA:84,OMIM:614083"
57697,FANCM,"ORPHA:84,ORPHA:399805,OMIM:618096,OMIM:618086"
10667,FARS2,"OMIM:614946,ORPHA:466722,OMIM:617046"
10056,FARSB,OMIM:613658
355,FAS,"ORPHA:117,OMIM:601859,ORPHA:3261,ORPHA:3437"
79633,FAT4,"OMIM:615546,ORPHA:2136,OMIM:616006,ORPHA:314679"
2192,FBLN1,"OMIM:608180,ORPHA:404451"
10516,FBLN5,"OMIM:219100,OMIM:614434,ORPHA:90349,ORPHA:90348,OMIM:608895"
2200,FBN1,"OMIM:154700,OMIM:184900,ORPHA:969,OMIM:614185,OMIM:129600,OMIM:102370,ORPHA:1885,ORPHA:91387,ORPHA:3449,ORPHA:2084,ORPHA:2833,OMIM:608328,ORPHA:284979,OMIM:616914,ORPHA:2462,OMIM:604308"
26235,FBXL4,OMIM:615471
23291,FBXW11,"ORPHA:528084,OMIM:618914"
2222,FDFT1,OMIM:618156
55612,FERMT1,"ORPHA:2908,OMIM:173650"
389549,FEZF1,"OMIM:616030,ORPHA:478,OMIM:146110"
2245,FGD1,"ORPHA:915,OMIM:305400"
2255,FGF10,"OMIM:180920,ORPHA:2363,OMIM:149730"
8822,FGF17,"ORPHA:432,ORPHA:478,OMIM:146110,OMIM:615270"
2253,FGF8,"ORPHA:93925,ORPHA:432,OMIM:612702,ORPHA:280200,ORPHA:2162,ORPHA:93926,ORPHA:93924,ORPHA:478,ORPHA:280195,ORPHA:220386"
2260,FGFR1,"ORPHA:432,ORPHA:280200,ORPHA:2162,OMIM:147950,ORPHA:2396,ORPHA:3366,OMIM:101600,ORPHA:99798,OMIM:123150,OMIM:166250,OMIM:190440,ORPHA:220386,ORPHA:2117,ORPHA:93258,ORPHA:93924,OMIM:613001,OMIM:615465,ORPHA:478,ORPHA:3157,ORPHA:2645"
2263,FGFR2,"OMIM:207410,ORPHA:93260,ORPHA:794,OMIM:101400,ORPHA:313855,OMIM:101600,OMIM:123500,ORPHA:2363,ORPHA:83,OMIM:609579,OMIM:149730,OMIM:123150,OMIM:613659,ORPHA:87,OMIM:123790,ORPHA:93258,ORPHA:1555,ORPHA:168624,ORPHA:207,ORPHA:1540,OMIM:614592,OMIM:101200,ORPHA:93259"
2261,FGFR3,"ORPHA:794,ORPHA:35099,OMIM:146000,OMIM:187600,OMIM:273300,ORPHA:85165,OMIM:162900,OMIM:100800,ORPHA:53271,ORPHA:35098,OMIM:616482,ORPHA:2363,ORPHA:15,ORPHA:85164,OMIM:149730,ORPHA:93274,OMIM:114500,ORPHA:1860,OMIM:603956,OMIM:109800,OMIM:602849,OMIM:187601,ORPHA:93262,ORPHA:429,OMIM:610474,OMIM:612247"
53834,FGFRL1,OMIM:194190
9896,FIG4,"ORPHA:803,OMIM:612577,ORPHA:3472,ORPHA:208441,OMIM:611228,OMIM:612691,OMIM:216340"
79147,FKRP,"ORPHA:588,OMIM:613153,OMIM:607155,OMIM:606612,ORPHA:899,ORPHA:370968,ORPHA:370959,ORPHA:370980,ORPHA:34515,OMIM:236670"
2218,FKTN,"ORPHA:588,OMIM:613152,OMIM:253800,ORPHA:899,OMIM:611588,ORPHA:370980,ORPHA:154,ORPHA:272,OMIM:611615,OMIM:236670"
2313,FLI1,"ORPHA:370348,ORPHA:2308,ORPHA:851,OMIM:617443"
2316,FLNA,"OMIM:311300,OMIM:300048,OMIM:300049,ORPHA:90650,ORPHA:2484,OMIM:314400,OMIM:300244,OMIM:309350,OMIM:305620,OMIM:300321,ORPHA:2301,ORPHA:1826,OMIM:304120,ORPHA:90652,ORPHA:75497,ORPHA:99811,ORPHA:98892"
2317,FLNB,"ORPHA:1190,ORPHA:1263,OMIM:272460,OMIM:112310,OMIM:108721,ORPHA:503,OMIM:150250,ORPHA:56305,OMIM:108720"
23767,FLRT3,"ORPHA:478,OMIM:615271"
2324,FLT4,"OMIM:602089,ORPHA:79452,ORPHA:3303,OMIM:153100,OMIM:618780"
2332,FMR1,"OMIM:300624,ORPHA:261483,OMIM:300623,ORPHA:449291,ORPHA:908,OMIM:311360,ORPHA:93256"
2296,FOXC1,"ORPHA:782,ORPHA:708,OMIM:602482,OMIM:601631,ORPHA:250923"
2294,FOXF1,"OMIM:265380,ORPHA:210122"
80144,FRAS1,"ORPHA:2052,OMIM:219000"
341640,FREM2,"OMIM:617666,ORPHA:2052,OMIM:123570"
25794,FSCN2,"OMIM:607921,ORPHA:791"
2488,FSHB,"OMIM:229070,ORPHA:52901"
79068,FTO,OMIM:612938
80199,FUZ,"ORPHA:1136,OMIM:182940,ORPHA:3027"
8087,FXR1,"OMIM:618823,OMIM:618822"
2535,FZD2,"OMIM:164745,ORPHA:3107,ORPHA:93328"
92579,G6PC3,OMIM:612541
2563,GABRD,"ORPHA:307,ORPHA:1606,ORPHA:36387,OMIM:613060"
2592,GALT,"ORPHA:79239,OMIM:230400"
2623,GATA1,"OMIM:190685,OMIM:314050,ORPHA:79277,OMIM:300367,ORPHA:67044,OMIM:300835,ORPHA:231393,ORPHA:124"
2626,GATA4,"ORPHA:1330,OMIM:614429,ORPHA:251510,OMIM:615542,OMIM:607941,ORPHA:99103,OMIM:614430,ORPHA:3303,OMIM:187500,ORPHA:251071"
140628,GATA5,"ORPHA:402075,OMIM:617912,ORPHA:3303"
2627,GATA6,"OMIM:614474,OMIM:600001,ORPHA:1330,OMIM:217095,ORPHA:99103,ORPHA:3303,OMIM:614475,OMIM:187500,ORPHA:2255,ORPHA:2140"
57459,GATAD2B,"OMIM:615074,ORPHA:363686"
57704,GBA2,"OMIM:614409,ORPHA:320391,ORPHA:352641"
2657,GDF1,"OMIM:208530,OMIM:613854,ORPHA:860,ORPHA:3303"
392255,GDF6,"OMIM:118100,OMIM:613094,OMIM:615360,ORPHA:2345,OMIM:617898,ORPHA:65,OMIM:613703"
84340,GFM2,"OMIM:618397,ORPHA:565624"
