GENE_ENTREZ_ID,GENE_SYMBOL,DISEASE_IDS
129880,BBS5,"ORPHA:110,OMIM:615983"
55212,BBS7,"OMIM:615984,ORPHA:110"
27241,BBS9,"ORPHA:110,OMIM:615986"
54880,BCOR,"ORPHA:2712,OMIM:300166,ORPHA:520,OMIM:309800,ORPHA:568"
641,BLM,"OMIM:210900,ORPHA:125"
9210,BMP15,"OMIM:300510,ORPHA:243"
652,BMP4,"ORPHA:199306,OMIM:607932,OMIM:600625,ORPHA:139471"
657,BMPR1A,"OMIM:174900,ORPHA:329971,ORPHA:79076,ORPHA:157794,OMIM:610069,ORPHA:440437"
658,BMPR1B,"ORPHA:93396,ORPHA:93384,OMIM:609441,ORPHA:2639,ORPHA:2098,OMIM:616849,OMIM:112600,ORPHA:93388"
646,BNC1,"OMIM:618723,ORPHA:243"
673,BRAF,"OMIM:155600,ORPHA:500,ORPHA:54595,OMIM:163950,OMIM:613706,OMIM:114500,OMIM:613707,OMIM:115150,ORPHA:840,ORPHA:1340,OMIM:211980"
672,BRCA1,"OMIM:604370,ORPHA:168829,ORPHA:1333,OMIM:114480,ORPHA:84,OMIM:617883,ORPHA:145"
675,BRCA2,"OMIM:155255,OMIM:613347,OMIM:194070,ORPHA:1333,OMIM:605724,ORPHA:654,OMIM:114480,OMIM:613029,ORPHA:84,OMIM:176807,OMIM:612555,ORPHA:145"
83990,BRIP1,"OMIM:114480,ORPHA:84,ORPHA:145,OMIM:609054"
26580,BSCL2,"OMIM:270685,ORPHA:100998,ORPHA:139536,ORPHA:363400,ORPHA:528,OMIM:269700,OMIM:619112,OMIM:615924"
699,BUB1,"ORPHA:1052,OMIM:114500"
701,BUB1B,"OMIM:176430,ORPHA:1052,OMIM:114500,OMIM:257300"
317761,C14orf39,"ORPHA:399805,OMIM:619202,OMIM:619203"
6650,CAPN15,OMIM:619318
843,CASP10,"OMIM:613659,OMIM:603909,ORPHA:3261,OMIM:605027"
857,CAV1,"OMIM:612526,ORPHA:220393,OMIM:606721,ORPHA:528,ORPHA:220402,OMIM:615343"
284119,CAVIN1,"OMIM:613327,ORPHA:528"
84733,CBX2,"OMIM:613080,ORPHA:242"
285025,CCDC141,"OMIM:146110,ORPHA:478"
79140,CCDC28B,OMIM:209900
595,CCND1,"ORPHA:52416,OMIM:193300,OMIM:114500,OMIM:254500,ORPHA:29073"
92002,CCNQ,"OMIM:300707,ORPHA:140952"
10225,CD96,"OMIM:211750,ORPHA:1308"
8318,CDC45,"OMIM:617063,ORPHA:2554"
990,CDC6,"OMIM:613805,ORPHA:2554"
79577,CDC73,"OMIM:145000,ORPHA:143,ORPHA:99880,OMIM:608266,ORPHA:99879,OMIM:145001"
999,CDH1,"ORPHA:1997,OMIM:137215,OMIM:167000,ORPHA:199306,OMIM:114480,OMIM:608089,OMIM:119580,OMIM:176807"
64072,CDH23,"ORPHA:91347,ORPHA:2965,OMIM:601067,OMIM:601386,OMIM:617540,ORPHA:96253,ORPHA:231169"
1027,CDKN1B,"ORPHA:276152,OMIM:610755,ORPHA:652"
1029,CDKN2A,"ORPHA:524,ORPHA:618,OMIM:155601,ORPHA:1333,OMIM:155755,OMIM:606719"
81620,CDT1,"ORPHA:2554,OMIM:613804"
22995,CEP152,"ORPHA:808,ORPHA:2512,OMIM:613823,OMIM:614852"
22897,CEP164,"OMIM:614845,ORPHA:3156"
84984,CEP19,"ORPHA:110,OMIM:615703"
80184,CEP290,"OMIM:615991,ORPHA:110,OMIM:610188,OMIM:610189,OMIM:611134,ORPHA:3156,ORPHA:564,ORPHA:65,OMIM:611755,ORPHA:2318"
9702,CEP57,"ORPHA:1052,OMIM:614114"
157657,CFAP418,"ORPHA:110,ORPHA:1872,OMIM:617406,ORPHA:791,OMIM:614500,OMIM:268000"
55636,CHD7,"OMIM:612370,ORPHA:478,ORPHA:432,ORPHA:39041,ORPHA:138,OMIM:214800"
11200,CHEK2,"ORPHA:524,OMIM:259500,OMIM:609265,OMIM:114480,ORPHA:668,OMIM:114500,OMIM:176807,ORPHA:145"
1131,CHRM3,"OMIM:100100,ORPHA:2970"
1146,CHRNG,"OMIM:265000,ORPHA:2990,OMIM:253290"
63924,CIDEC,"ORPHA:435651,OMIM:615238"
64581,CLEC7A,"ORPHA:1334,OMIM:613108"
8192,CLPP,OMIM:614129
1277,COL1A1,"OMIM:166200,OMIM:259420,OMIM:619115,ORPHA:1310,OMIM:166220,ORPHA:287,OMIM:130060,ORPHA:1899,OMIM:166210,OMIM:166710,ORPHA:31112,OMIM:114000"
1281,COL3A1,"ORPHA:286,ORPHA:2500,OMIM:618343,ORPHA:231160,OMIM:130050"
1287,COL4A5,"ORPHA:1018,OMIM:301050"
1288,COL4A6,"OMIM:300914,ORPHA:1018"
1289,COL5A1,"OMIM:130000,OMIM:619329,ORPHA:287"
1290,COL5A2,"ORPHA:287,OMIM:130010"
1294,COL7A1,"OMIM:607523,ORPHA:79411,ORPHA:89842,ORPHA:158673,OMIM:131750,OMIM:604129,OMIM:226600,ORPHA:79409,ORPHA:79410,ORPHA:89843,OMIM:131850,ORPHA:158676,ORPHA:79408,ORPHA:231568,OMIM:131705,OMIM:132000"
1312,COMT,"ORPHA:567,OMIM:181500,OMIM:167870"
10699,CORIN,"ORPHA:275555,OMIM:614595"
1349,COX7B,"OMIM:300887,OMIM:309801,ORPHA:2556"
10815,CPLX1,"ORPHA:280,OMIM:617976,ORPHA:352582,OMIM:194190"
1387,CREBBP,"ORPHA:353281,OMIM:618332,ORPHA:353277,OMIM:180849"
1487,CTBP1,"ORPHA:280,OMIM:617915,OMIM:194190"
80169,CTC1,"ORPHA:1775,OMIM:612199"
10664,CTCF,"ORPHA:363611,OMIM:615502"
1499,CTNNB1,"OMIM:617572,OMIM:155255,OMIM:132600,ORPHA:891,OMIM:167000,ORPHA:54595,ORPHA:33402,OMIM:615075,OMIM:114500,ORPHA:873,ORPHA:404473,OMIM:114550"
7852,CXCR4,"OMIM:193670,ORPHA:51636"
1528,CYB5A,"ORPHA:621,OMIM:250790,ORPHA:90796"
1583,CYP11A1,"OMIM:613743,ORPHA:289548,ORPHA:168558"
1584,CYP11B1,"ORPHA:403,ORPHA:90795,OMIM:103900,OMIM:202010"
1586,CYP17A1,"ORPHA:90793,OMIM:202110,ORPHA:90796"
1588,CYP19A1,"OMIM:139300,OMIM:613546,ORPHA:91"
4519,CYTB,"OMIM:540000,ORPHA:104,ORPHA:137675,OMIM:535000"
51339,DACT1,"OMIM:617466,ORPHA:63260,ORPHA:857"
80067,DCAF17,"ORPHA:3464,OMIM:241080"
1630,DCC,"OMIM:133239,ORPHA:238722,OMIM:617542,OMIM:157600,ORPHA:478,OMIM:114500,ORPHA:2744"
1642,DDB1,OMIM:619426
1718,DHCR24,"OMIM:602398,ORPHA:35107"
1717,DHCR7,"ORPHA:818,OMIM:270400"
50846,DHH,"ORPHA:168563,OMIM:607080,ORPHA:242,OMIM:233420"
57647,DHX37,"OMIM:618731,OMIM:273250,ORPHA:251510,ORPHA:983,ORPHA:242"
1730,DIAPH2,OMIM:300511
23405,DICER1,"OMIM:180295,OMIM:618272,OMIM:601200,OMIM:138800,ORPHA:276399"
1736,DKC1,"ORPHA:1775,ORPHA:3322,OMIM:305000"
10395,DLC1,OMIM:114500
10683,DLL3,"OMIM:277300,ORPHA:2311"
1760,DMPK,"OMIM:160900,ORPHA:273"
84277,DNAJC30,"ORPHA:904,ORPHA:104,OMIM:619382"
1848,DUSP6,"OMIM:146110,ORPHA:478,ORPHA:432,OMIM:615269"
1855,DVL1,"OMIM:616331,ORPHA:3107,OMIM:180700"
1857,DVL3,"ORPHA:3107,OMIM:616894"
79659,DYNC2H1,"ORPHA:93271,OMIM:613091,ORPHA:474"
55112,DYNC2I1,"ORPHA:93271,OMIM:615503,ORPHA:474"
89891,DYNC2I2,"ORPHA:93271,OMIM:615633,ORPHA:474"
51626,DYNC2LI1,"ORPHA:289,OMIM:617088,ORPHA:474"
9427,ECEL1,OMIM:615065
1967,EIF2B1,OMIM:603896
8892,EIF2B2,OMIM:603896
8891,EIF2B3,OMIM:603896
8890,EIF2B4,OMIM:603896
8893,EIF2B5,OMIM:603896
2006,ELN,"OMIM:123700,ORPHA:904,OMIM:194050,ORPHA:90348,ORPHA:91387,OMIM:185500,ORPHA:3193"
2033,EP300,"OMIM:613684,OMIM:618333,ORPHA:353284,OMIM:114500,OMIM:180849"
4072,EPCAM,"ORPHA:144,OMIM:613217,ORPHA:92050,OMIM:613244"
26284,ERAL1,OMIM:617565
2064,ERBB2,"OMIM:613659,ORPHA:388,OMIM:137800,OMIM:167000,OMIM:211980"
2072,ERCC4,"OMIM:278760,OMIM:610965,ORPHA:910,ORPHA:220295,OMIM:615272,ORPHA:90321,ORPHA:84"
157570,ESCO2,"OMIM:268300,ORPHA:3103,OMIM:216100"
2099,ESR1,"ORPHA:785,OMIM:615363,OMIM:157300,OMIM:114480"
2100,ESR2,OMIM:618187
2121,EVC,"ORPHA:952,ORPHA:289,OMIM:225500,OMIM:193530"
132884,EVC2,"ORPHA:952,ORPHA:289,OMIM:225500,OMIM:193530"
2130,EWSR1,"ORPHA:83469,OMIM:612219"
2155,F7,"OMIM:227500,ORPHA:327"
22909,FAN1,"ORPHA:144,OMIM:614817"
2175,FANCA,"OMIM:227650,ORPHA:84"
2187,FANCB,"ORPHA:3412,ORPHA:84,OMIM:314390,OMIM:300514"
2176,FANCC,"OMIM:227645,ORPHA:84"
2177,FANCD2,"OMIM:227646,ORPHA:84"
2178,FANCE,"OMIM:600901,ORPHA:84"
2188,FANCF,"OMIM:603467,ORPHA:84"
2189,FANCG,"OMIM:614082,ORPHA:84"
55215,FANCI,"OMIM:609053,ORPHA:84"
55120,FANCL,"ORPHA:84,OMIM:614083"
57697,FANCM,"ORPHA:399805,OMIM:618086,ORPHA:84,OMIM:618096"
355,FAS,"ORPHA:3437,OMIM:601859,ORPHA:117,ORPHA:3261"
356,FASLG,"OMIM:601859,ORPHA:3261,OMIM:211980"
2232,FDXR,"ORPHA:543470,OMIM:617717"
389549,FEZF1,"OMIM:616030,OMIM:146110,ORPHA:478"
2255,FGF10,"OMIM:149730,ORPHA:2363,OMIM:180920"
8822,FGF17,"OMIM:146110,ORPHA:478,ORPHA:432,OMIM:615270"
26281,FGF20,"OMIM:615721,ORPHA:1848"
2253,FGF8,"ORPHA:93926,ORPHA:280200,ORPHA:478,ORPHA:93924,ORPHA:432,ORPHA:220386,OMIM:612702,ORPHA:280195,ORPHA:93925,ORPHA:2162"
2260,FGFR1,"ORPHA:93258,ORPHA:3157,ORPHA:2645,ORPHA:280200,ORPHA:2396,ORPHA:93924,ORPHA:432,ORPHA:99798,ORPHA:3366,ORPHA:2162,OMIM:101600,OMIM:615465,OMIM:147950,OMIM:123150,ORPHA:478,OMIM:166250,ORPHA:2117,OMIM:613001,ORPHA:220386,OMIM:190440"
2263,FGFR2,"ORPHA:83,OMIM:613659,OMIM:609579,OMIM:101200,ORPHA:93258,ORPHA:87,ORPHA:2363,OMIM:207410,ORPHA:93259,OMIM:614592,OMIM:101600,ORPHA:168624,OMIM:149730,OMIM:123150,ORPHA:1555,OMIM:123500,ORPHA:207,OMIM:101400,ORPHA:794,ORPHA:313855,OMIM:123790,ORPHA:93260,ORPHA:1540"
2261,FGFR3,"ORPHA:85165,ORPHA:1860,ORPHA:429,OMIM:612247,ORPHA:93262,OMIM:602849,ORPHA:15,ORPHA:85164,OMIM:610474,ORPHA:35098,OMIM:162900,OMIM:603956,ORPHA:2363,OMIM:187601,OMIM:146000,OMIM:273300,OMIM:616482,OMIM:100800,OMIM:109800,ORPHA:53271,OMIM:149730,ORPHA:93274,ORPHA:35099,OMIM:187600,OMIM:114500,ORPHA:794"
53834,FGFRL1,OMIM:194190
2271,FH,"ORPHA:29072,OMIM:606812,ORPHA:523,OMIM:150800"
9896,FIG4,"OMIM:611228,OMIM:216340,ORPHA:3472,ORPHA:208441,ORPHA:803,OMIM:612577,OMIM:612691"
344018,FIGLA,OMIM:612310
201163,FLCN,"OMIM:610883,OMIM:173600,OMIM:114500,OMIM:135150,OMIM:144700,ORPHA:2903,ORPHA:122"
2313,FLI1,"OMIM:617443,ORPHA:2308,ORPHA:851,ORPHA:370348"
23767,FLRT3,"ORPHA:478,OMIM:615271"
2332,FMR1,"ORPHA:449291,OMIM:300624,OMIM:300623,OMIM:311360,ORPHA:908,ORPHA:93256,ORPHA:261483"
2294,FOXF1,"OMIM:265380,ORPHA:210122"
668,FOXL2,"OMIM:110100,ORPHA:572333,OMIM:608996"
80144,FRAS1,"ORPHA:2052,OMIM:219000"
158326,FREM1,"OMIM:614485,ORPHA:217266,OMIM:608980,ORPHA:2717,ORPHA:3366,OMIM:248450"
341640,FREM2,"ORPHA:2052,OMIM:617666,OMIM:123570"
2488,FSHB,"OMIM:229070,ORPHA:52901"
2492,FSHR,"OMIM:608115,ORPHA:64739,ORPHA:243,OMIM:233300"
2535,FZD2,"ORPHA:3107,ORPHA:93328,OMIM:164745"
2563,GABRD,"ORPHA:36387,OMIM:613060,ORPHA:307,ORPHA:1606"
2571,GAD1,OMIM:619124
2584,GALK1,"ORPHA:79237,OMIM:230200"
2592,GALT,"ORPHA:79239,OMIM:230400"
2625,GATA3,"ORPHA:2237,OMIM:146255"
2626,GATA4,"OMIM:615542,OMIM:614429,ORPHA:3303,ORPHA:99103,OMIM:614430,ORPHA:251071,ORPHA:1330,OMIM:187500,ORPHA:251510,OMIM:607941"
2735,GLI1,"ORPHA:289,OMIM:618123,OMIM:174400"
2737,GLI3,"OMIM:146510,OMIM:174700,ORPHA:93322,OMIM:175700,ORPHA:672,ORPHA:380,OMIM:174200,ORPHA:36"
51053,GMNN,"ORPHA:2554,OMIM:616835"
2778,GNAS,"ORPHA:57782,ORPHA:2762,OMIM:612462,OMIM:103580,OMIM:174800,OMIM:166350,OMIM:612463,OMIM:603233,ORPHA:94089,ORPHA:79443,ORPHA:79445,ORPHA:562,ORPHA:79444,ORPHA:189427,OMIM:219080"
2796,GNRH1,"OMIM:146110,ORPHA:432,OMIM:614841"
2798,GNRHR,"OMIM:146110,ORPHA:432"
2812,GP1BB,"ORPHA:274,OMIM:231200,ORPHA:567,ORPHA:853"
80000,GREB1L,"OMIM:619274,OMIM:617805,ORPHA:1848"
23426,GRIP1,"ORPHA:2052,OMIM:617667"
23438,HARS2,OMIM:614926
3052,HCCS,"OMIM:309801,ORPHA:2556"
55869,HDAC8,"ORPHA:199,ORPHA:3459,OMIM:300882"
8924,HERC2,"OMIM:615516,OMIM:176270"
84667,HES7,"OMIM:613686,ORPHA:2311"
8820,HESX1,"OMIM:182230,ORPHA:3157,ORPHA:95494,ORPHA:478,ORPHA:226307,ORPHA:95496"
164045,HFM1,OMIM:615724
6927,HNF1A,"OMIM:142330,OMIM:600496,OMIM:612520,OMIM:222100,ORPHA:324575,OMIM:125853,OMIM:144700,ORPHA:552"
6928,HNF1B,"ORPHA:93111,ORPHA:1309,ORPHA:261265,OMIM:125853,OMIM:144700,OMIM:137920"
3209,HOXA13,"OMIM:176305,ORPHA:2438,OMIM:140000"
3239,HOXD13,"OMIM:113300,ORPHA:93409,ORPHA:887,OMIM:186300,ORPHA:93406,OMIM:186000,OMIM:610713,OMIM:113200,ORPHA:93387"
9394,HS6ST1,"ORPHA:478,ORPHA:432,OMIM:614880"
3284,HSD3B2,"OMIM:201810,ORPHA:90791"
11077,HSF2BP,OMIM:619245
3339,HSPG2,"OMIM:255800,ORPHA:800,OMIM:224410,ORPHA:1865,ORPHA:1606"
219844,HYLS1,"OMIM:236680,ORPHA:2189,ORPHA:475"
57061,HYMAI,"OMIM:601410,ORPHA:99886,ORPHA:96191"
3417,IDH1,"OMIM:137800,ORPHA:296,ORPHA:163634"
3418,IDH2,"OMIM:613657,ORPHA:296,ORPHA:163634"
26160,IFT172,"OMIM:616394,ORPHA:110,ORPHA:474,OMIM:615630,ORPHA:791"
11020,IFT27,"ORPHA:110,OMIM:615996"
80173,IFT74,"ORPHA:110,OMIM:617119"
57560,IFT80,"ORPHA:93271,ORPHA:474,OMIM:611263"
3588,IL10RB,OMIM:612567
112744,IL17F,"OMIM:613956,ORPHA:1334"
23765,IL17RA,"OMIM:613953,ORPHA:1334"
84818,IL17RC,"OMIM:616445,ORPHA:1334"
54756,IL17RD,"ORPHA:478,OMIM:615267"
3643,INSR,"ORPHA:263458,ORPHA:769,ORPHA:2297,ORPHA:508,OMIM:262190,OMIM:609968,OMIM:246200"
27152,INTU,"OMIM:617926,OMIM:617925"
27130,INVS,"ORPHA:3156,OMIM:602088"
3653,IPW,OMIM:176270
9657,IQCB1,"ORPHA:3156,ORPHA:65,OMIM:609254"
3664,IRF6,"OMIM:119300,OMIM:608864,ORPHA:1300,ORPHA:141291,ORPHA:888,ORPHA:199306,ORPHA:99798,OMIM:119500,ORPHA:199302"
8516,ITGA8,"OMIM:191830,ORPHA:1848"
3718,JAK3,"OMIM:600802,ORPHA:35078"
23522,KAT6B,"OMIM:603736,OMIM:606170,ORPHA:85201,ORPHA:3047"
9928,KIF14,"OMIM:616258,OMIM:617914,ORPHA:2512"
374654,KIF7,"ORPHA:166024,ORPHA:2189,OMIM:200990,OMIM:614120,ORPHA:2754,OMIM:607131,ORPHA:36"
3814,KISS1,"OMIM:614842,ORPHA:432"
84634,KISS1R,"ORPHA:432,OMIM:614837,OMIM:176400"
100144748,KLLN,"OMIM:615107,ORPHA:201"
3845,KRAS,"OMIM:601626,OMIM:260350,ORPHA:648,ORPHA:2396,OMIM:137215,ORPHA:1333,OMIM:114480,OMIM:163200,OMIM:108010,OMIM:109800,ORPHA:1340,OMIM:600268,ORPHA:144,OMIM:615278,OMIM:614470,OMIM:609942,ORPHA:3339,ORPHA:2612,OMIM:211980"
23395,LARS2,"OMIM:617021,OMIM:615300"
3952,LEP,"OMIM:614962,ORPHA:66628"
3953,LEPR,"OMIM:614963,ORPHA:179494"
3954,LETM1,"ORPHA:280,OMIM:194190"
3955,LFNG,"ORPHA:2311,OMIM:609813"
3972,LHB,OMIM:228300
3981,LIG4,"ORPHA:99812,OMIM:606593,ORPHA:235,ORPHA:39041,OMIM:254500"
3991,LIPE,"ORPHA:435660,OMIM:615980"
4000,LMNA,"OMIM:613205,OMIM:610140,ORPHA:280365,ORPHA:154,ORPHA:98853,ORPHA:300751,ORPHA:168796,ORPHA:98855,ORPHA:90153,ORPHA:157973,ORPHA:2229,ORPHA:740,ORPHA:1662,OMIM:616516,ORPHA:363618,OMIM:151660,OMIM:275210,OMIM:181350,OMIM:248370,OMIM:212112,OMIM:605588,OMIM:115200,ORPHA:79474,ORPHA:2348,OMIM:176670,ORPHA:79084"
84823,LMNB2,"OMIM:608709,OMIM:619180,ORPHA:79087,OMIM:616540"
9361,LONP1,"ORPHA:1458,ORPHA:79243,OMIM:600373"
4036,LRP2,"ORPHA:2143,OMIM:222448"
54585,LZTFL1,"ORPHA:110,OMIM:615994"
10459,MAD2L2,"ORPHA:84,OMIM:617243"
54551,MAGEL2,"OMIM:615547,ORPHA:177910,ORPHA:177904,ORPHA:398069,OMIM:176270,ORPHA:177901,ORPHA:98754"
10046,MAMLD1,"ORPHA:95706,OMIM:300758,ORPHA:456328"
4214,MAP3K1,"OMIM:613762,ORPHA:251510,ORPHA:242"
4163,MCC,OMIM:114500
8888,MCM3AP,OMIM:618124
84515,MCM8,OMIM:612885
4193,MDM2,"ORPHA:524,OMIM:618681,ORPHA:99971"
4221,MEN1,"ORPHA:99725,ORPHA:652,ORPHA:2965,OMIM:131100,ORPHA:97279,ORPHA:99879"
145873,MESP2,"OMIM:277300,ORPHA:2311,OMIM:608681"
9562,MINPP1,"OMIM:188470,ORPHA:319487,ORPHA:284339"
8195,MKKS,"ORPHA:110,ORPHA:2473,OMIM:236700,OMIM:605231"
7681,MKRN3,"OMIM:615346,OMIM:176270"
10108,MKRN3-AS1,OMIM:176270
54903,MKS1,"ORPHA:110,OMIM:615990,ORPHA:220493,OMIM:249000,ORPHA:475,ORPHA:564,OMIM:617121"
4292,MLH1,"OMIM:158320,ORPHA:144,ORPHA:587,OMIM:276300,OMIM:609310"
27030,MLH3,"OMIM:614385,ORPHA:144,OMIM:608089,OMIM:114500"
51085,MLXIPL,"ORPHA:904,OMIM:194050"
4323,MMP14,"ORPHA:371428,OMIM:277950"
4313,MMP2,"ORPHA:371428,OMIM:259600"
3110,MNX1,"OMIM:176450,ORPHA:1552"
4361,MRE11,"ORPHA:251347,OMIM:604391,ORPHA:145"
56945,MRPS22,"OMIM:611719,OMIM:618117,ORPHA:243"
4436,MSH2,"OMIM:158320,ORPHA:144,OMIM:120435,ORPHA:587,OMIM:619096"
4437,MSH3,"ORPHA:480536,OMIM:608089,OMIM:617100"
2956,MSH6,"ORPHA:144,ORPHA:587,OMIM:608089,OMIM:614350,OMIM:619097"
4487,MSX1,"OMIM:608874,ORPHA:2228,ORPHA:141291,ORPHA:199306,OMIM:189500,ORPHA:99798,OMIM:106600,ORPHA:199302"
4534,MTM1,"ORPHA:596,OMIM:310400,ORPHA:456328"
4609,MYC,"OMIM:113970,ORPHA:543"
4621,MYH3,"OMIM:618469,ORPHA:1146,OMIM:618436,ORPHA:2053,OMIM:178110,OMIM:193700,ORPHA:2990,ORPHA:1147"
745,MYRF,"OMIM:618113,OMIM:618280"
4683,NBN,"ORPHA:647,OMIM:251260,OMIM:613065,OMIM:609135,ORPHA:145"
653361,NCF1,"ORPHA:904,OMIM:233700,ORPHA:379"
4692,NDN,"ORPHA:177910,ORPHA:177904,OMIM:176270,ORPHA:177901,ORPHA:98754"
79625,NDNF,"OMIM:618841,ORPHA:478"
4693,NDP,"ORPHA:649,ORPHA:891,ORPHA:90050,ORPHA:190,OMIM:310600,OMIM:305390"
54539,NDUFB11,"OMIM:301021,ORPHA:2609,OMIM:309801,OMIM:300952,ORPHA:2556"
55651,NHP2,"ORPHA:1775,OMIM:224230,OMIM:613987"
51199,NIN,"OMIM:614851,ORPHA:319675"
25836,NIPBL,"ORPHA:199,OMIM:122470"
135935,NOBOX,OMIM:611548
55505,NOP10,"ORPHA:1775,OMIM:224230"
23742,NPAP1,OMIM:176270
4867,NPHP1,"ORPHA:110,ORPHA:220497,OMIM:266900,ORPHA:3156,OMIM:609583,OMIM:256100"
27031,NPHP3,"ORPHA:3156,OMIM:208540,ORPHA:3032,OMIM:267010,OMIM:604387"
261734,NPHP4,"ORPHA:3156,OMIM:606966,OMIM:606996"
4869,NPM1,"OMIM:601626,ORPHA:1775,ORPHA:520"
190,NR0B1,"OMIM:300200,ORPHA:393,OMIM:300018,ORPHA:251510,ORPHA:242"
7026,NR2F2,"ORPHA:1330,OMIM:618901,OMIM:615779"
2908,NR3C1,"ORPHA:786,OMIM:615962"
2516,NR5A1,"ORPHA:399805,OMIM:613957,OMIM:612964,ORPHA:393,OMIM:612965,ORPHA:2138,OMIM:617480,ORPHA:251510,ORPHA:242,ORPHA:243"
4893,NRAS,"OMIM:249400,OMIM:188470,ORPHA:648,OMIM:613224,OMIM:614470,OMIM:114500,OMIM:162900,ORPHA:626,OMIM:163200,OMIM:137550,ORPHA:2612"
7468,NSD2,"ORPHA:280,OMIM:194190"
26012,NSMF,"OMIM:614838,ORPHA:432"
54888,NSUN2,"OMIM:611091,ORPHA:235,ORPHA:88616"
4913,NTHL1,"ORPHA:454840,OMIM:616415"
57122,NUP107,"ORPHA:2065,OMIM:618078,OMIM:616730,OMIM:618348,ORPHA:243,ORPHA:656"
64359,NXN,"ORPHA:1507,OMIM:618529"
4948,OCA2,"ORPHA:79432,OMIM:203200,ORPHA:177904,ORPHA:98794,ORPHA:177901,ORPHA:98754"
8481,OFD1,"OMIM:300424,ORPHA:2750,OMIM:300804,ORPHA:791,OMIM:311200,ORPHA:244,OMIM:300209,ORPHA:2754"
4978,OPCML,OMIM:167000
4998,ORC1,"ORPHA:2554,OMIM:224690"
5000,ORC4,"ORPHA:2554,OMIM:613800"
23594,ORC6,"ORPHA:2554,OMIM:613803"
79728,PALB2,"ORPHA:1333,OMIM:610832,OMIM:114480,ORPHA:84,ORPHA:145"
23022,PALLD,"OMIM:606856,ORPHA:1333"
5073,PARN,"OMIM:616353,ORPHA:1775,ORPHA:2032,OMIM:616371,ORPHA:3322"
5077,PAX3,"OMIM:122880,OMIM:148820,OMIM:268220,OMIM:193500,ORPHA:1529,ORPHA:896,ORPHA:894"
5080,PAX6,"OMIM:136520,ORPHA:137902,ORPHA:35737,OMIM:120430,OMIM:148190,ORPHA:708,ORPHA:250923,OMIM:120200,ORPHA:2253,ORPHA:1065,ORPHA:2334,OMIM:604229,OMIM:194072,OMIM:106210,OMIM:165550,ORPHA:893"
5116,PCNT,"ORPHA:808,OMIM:210720,ORPHA:2637"
5144,PDE4D,"ORPHA:439822,ORPHA:280651,ORPHA:950,OMIM:614613"
5157,PDGFRL,"OMIM:114500,OMIM:114550"
5189,PEX1,"OMIM:214100,ORPHA:772,OMIM:601539,ORPHA:3220,ORPHA:912,ORPHA:44,OMIM:234580"
5192,PEX10,"OMIM:614871,OMIM:614870,ORPHA:247815,ORPHA:772,ORPHA:912,ORPHA:44"
